,username,like,reply,retweet,time,text,status
@TheWholeShebang-2023-04-21T18:13:03.000Z,@TheWholeShebang,17,2,9,2023-04-21T18:13:03.000Z,"The Whole Shebang Ltd
@TheWholeShebang
·
Apr 21
""We have already lost the melting of the glaciers game, because we already have such a high concentration of CO2,"" Taalas told AFP.

#ClimateAction
#ClimateEmergency 
#WeAreScrewed
news.yahoo.com
UN reports 'off the charts' melting of glaciers
The world's glaciers melted at dramatic speed last year and saving them is effectively a lost cause, the United Nations reported Friday, as climate change indicators once again hit record highs.""We...
2
9
17
427",1649476356227342352
@SaraHaboubi1-2023-04-23T08:46:55.000Z,@SaraHaboubi1,63,32,118,2023-04-23T08:46:55.000Z,"Sara Haboubi Old Fashioned Dinosaur Woman
@SaraHaboubi1
·
Apr 23
Do you believe we are currently experiencing a climate emergency? Please RT widely and also comment on your answer. #climate #ClimateActionNow #ClimateCrisis #ClimateCult #ClimateJustice #ClimateScam
Yes
3.3%
No
94.4%
Not sure
2.3%
666 votes
·
Final results
32
118
63
5,149",1650058660398133250
@BrianMcHugh2011-2023-04-23T21:04:35.000Z,@BrianMcHugh2011,35,2,13,2023-04-23T21:04:35.000Z,"Brian McHugh 
@BrianMcHugh2011
·
Apr 24
'We know how to reduce emissions.'

Well worth remembering 

#ClimateChange
#ClimateCrisis
#ClimateEmergency
#ClimateBrawl

#350by2050
theconversation.com
The IPCC's calls for emissions cuts have gone unheeded for too long – should it change the way it...
Research on societal change should feature more strongly in the IPCC’s climate assessments. Because without a significant shift in behaviour, the emissions curve will not bend downwards.
2
13
35
1,635",1650244300154830848
@Salva_Llado-2023-04-26T17:00:51.000Z,@Salva_Llado,7,0,2,2023-04-26T17:00:51.000Z,"Salvador Lladó
@Salva_Llado
·
Apr 26
Our new paper in 
@ISMEComms
 is out! Worried about the impacts of #ClimateEmergency on #Aquaculture food production? Take a look! SPOILER: The #microbiome has something to say. Great collaboration 
@Leitat
 & 
@hcmr_gr
 within the 
@iFishIENCi
 #H2020 project
nature.com
Mediterranean Sea heatwaves jeopardize greater amberjack’s (Seriola dumerili) aquaculture product...
ISME Communications - Mediterranean Sea heatwaves jeopardize greater amberjack’s (Seriola dumerili) aquaculture productivity through impacts on the fish microbiota
2
7
289",1651270124903579676
@jaredwgreen-2023-04-22T19:33:44.000Z,@jaredwgreen,9,2,3,2023-04-22T19:33:44.000Z,"Jared Green
@jaredwgreen
·
Apr 22
The realities of the #ClimateEmergency are difficult to face.

Under climate denial, we may find anger, grief and certainly anxiety.

But, in facing our feelings together we can invite internal transformation. It takes courage, but we get bigger.
2
3
9
437",1649859046411849728
@RadGrapes-2023-04-20T11:25:44.000Z,@RadGrapes,13,0,3,2023-04-20T11:25:44.000Z,"Rad Grapes
@RadGrapes
·
Apr 20
It's April. #ClimateEmergency
Quote Tweet
Sumu Elahi
@sumuelahi
·
Apr 20
An intense and large-scale heat wave has enveloped large parts of Asia during the past two weeks, breaking longstanding records. #HeatWaves
#GlobalWarming #ActOnClimate #1o5C 
https://axios.com/2023/04/18/deadly-heat-wave-large-swath-of-asia-china-india…
3
13
367",1649011463422353408
@LaplacaNancy-2023-04-28T20:08:19.000Z,@LaplacaNancy,0,0,0,2023-04-28T20:08:19.000Z,"Nancy LaPlaca
@LaplacaNancy
·
Apr 28
With the right regulation, rooftop #solar #storage should lower electricity costs for ALL consumers.
 https://ieefa.org/resources/saturation-der-modelling-shows-distributed-energy-and-storage-could-lower-costs-all… 
@appstate
 
@New_River_LP
 - why are you are proposing the worst #rooftop #solar rules; ""leading in sustainability""?! #ClimateEmergency #energytwitter
ieefa.org
Saturation DER modelling shows distributed energy and storage could lower costs for all consumers...
Distributed energy resources (DER) saturation modelling shows that with the right regulation, rooftop solar and batteries should reduce network peak demand and wholesale electricity prices.
8",1652042079864758290
@andycorneys-2023-04-24T11:59:54.000Z,@andycorneys,39,1,8,2023-04-24T11:59:54.000Z,"Andy #Rejoin #Climatejustice #NHS
@andycorneys
·
Apr 24
Why on earth haven’t we confiscated all of the assets of fossil fuel companies? Those companies are knowingly destroying our planet whilst paying lobbyists & PR companies to lie & obfuscate the truth about the #ClimateEmergency & it’s cause, to enable them to sell more oil & gas!
Quote Tweet
Matthew Todd 
@MrMatthewTodd
·
Apr 24
Scientists have known for 150yrs that burning oil, coal & gas, emits greenhouse gases which heats the planet. The fossil fuel industry, the richest on Earth, has spent over $1B trying to convince the public this isnt true https://youtu.be/I32R6Yx9PTI #JustStopOil #ExtinctionRebellion
1:31
2,668 views
2:18
45 views
0:25
163 views
2:06
29 views
1
8
39
2,707",1650469613598023681
@SBZGardens-2023-04-26T18:24:45.000Z,@SBZGardens,5,0,2,2023-04-26T18:24:45.000Z,"SBZ Gardens
@SBZGardens
·
Apr 26
What a total joke 
@MarvinJRees
. Six of your obedient councillors 
@BristolCouncil
 just voted to concrete over 
@BristolZooGdns
 and ignored biodiversity, environmental, carbon-capture arguments. Empty words on #ClimateEmergency
Quote Tweet
Marvin Rees
@MarvinJRees
·
Apr 26
 We’re working as @BristolOneCity to become carbon neutral, climate resilient, and nature rich

 Tackling the #ClimateEmergency is key to our administration’s ambitions and so @BristolCityLeap plans £630m clean energy investment by 2028

 @KyeDudd: http://bit.ly/3V61IBa
ALT
2
5
269",1651291240774631434
@TheHoustt-2023-04-27T13:00:16.000Z,@TheHoustt,1,0,1,2023-04-27T13:00:16.000Z,"Catherine Houston 
@TheHoustt
·
Apr 27
Shalford, Peasmarsh and Chilworth Climate Change Action Group is looking for local homes to undergo a free professional home energy assessment with a plan to then open up the scheme to all in our villages 

https://docs.google.com/forms/d/e/1FAIpQLSe2uGXscuHbVqrohhSwdYf8o208Ol5Kdu4Eh1uAdWOlZs6g4w/viewform…

#ClimateAction #ClimateEmergency #WarmHomes
docs.google.com
Home Energy Assessment - are you interested?
The Shalford, Peasmarsh & Chilworth Climate Action Group are looking to road test some free home energy assessments from reputable and very experienced retrofit companies. We would like you to help...
1
1
61",1651571969303670784
@CanadaGray-2023-04-24T16:04:34.000Z,@CanadaGray,11,0,11,2023-04-24T16:04:34.000Z,"Timothy Gray
@CanadaGray
·
Apr 24
This is what 
@PathwaysNetZero
 is really up to: ""They're destroying us"": Indigenous communities fear toxic leaks from Canada oil industry https://theguardian.com/world/2023/apr/23/canada-indigenous-communities-fear-toxic-leaks-canada-oil-industry-tailings-ponds?CMP=share_btn_tw… #ableg #cdnpoli #ClimateEmergency #toxic
theguardian.com
‘They’re destroying us’: Indigenous communities fear toxic leaks from Canada oil industry
Recent leaks from oil sands tailings ponds have contaminated water, sowing mistrust among local First Nations people
11
11
465",1650531185053822976
@Next96273511-2023-04-25T03:04:49.000Z,@Next96273511,2,0,1,2023-04-25T03:04:49.000Z,"Next!
@Next96273511
·
Apr 25
Replying to 
@ProfTerryHughes
 and 
@arianewilkinson
4 days ago in #NSW. $whc shares up 4.5% on the day 

#nswpol #ClimateEmergency #asx 
@market_forces
miningweekly.com
Whitehaven approves early start at Vickery
The board of coal miner Whitehaven Coal has approved the investment to start early mining at the Vickery coal deposit, in New South Wales. Whitehaven on Friday told shareholders that the early mining...
1
2
244",1650697340070805505
@NoManstonAPT-2023-04-20T14:37:07.000Z,@NoManstonAPT,6,0,3,2023-04-20T14:37:07.000Z,"@NoManstonAPT
@NoManstonAPT
·
Apr 20
And yet this government are allowing a new air CARGO hub at #manston in #Ramsgate...madness!! #ClimateEmergency
theguardian.com
‘Frightening’: record-busting heat and drought hit Europe in 2022
Continent set for further drought in 2023, scientists say, as unstoppable impacts of climate crisis mount
3
6
141",1649059627714195456
@kenbielicki-2023-04-21T13:37:21.000Z,@kenbielicki,23,2,15,2023-04-21T13:37:21.000Z,"Kenneth Bielicki
@kenbielicki
·
Apr 21
This 
@WMO
 video needs to be shared in the US on  eve of #EarthDay2023 because there's not only a planetary #ClimateEmergency, but the #GOP wants to do nothing about it 


@OrbPlanet
 
@ECOWARRIORSS
 
@Living4Earth
 
@WeDontHaveTime
 
@AnthropoceneM
  
@Enviro_Voter
 
@Greenisamissio1
Quote Tweet
World Meteorological Organization
@WMO
·
Apr 21
#ClimateChange shocks increased in 2022. Ocean heat and sea level rise at record levels. Antarctic sea ice hit a new low. Extreme glacier melt in Europe. #StateOfClimate report highlights the huge socio-economic cost of droughts, floods, and heatwaves.https://bit.ly/stateofclimate2022…
44.5K views
0:01 / 1:17
1:16
44.5K views
2
15
23
2,033",1649406974784593924
@ProfStrachan-2023-04-24T19:05:09.000Z,@ProfStrachan,12,1,10,2023-04-24T19:05:09.000Z,"Prof. Peter Strachan
@ProfStrachan
·
Apr 24
U.S. Forests Are Failing to Keep Up With #ClimateChange

""A new study shows #Forests are adapting to hotter and drier conditions, but not nearly fast enough""

#ClimateCrisis #ClimateEmergency


@Team4Nature
 
@Animal_Watch
bloomberg.com
US Forests Are Failing to Keep Up With Climate Change
A new study shows forests are adapting to hotter and drier conditions, but not nearly fast enough.
1
10
12
2,390",1650576628861247488
@IrishEVs-2023-04-22T08:19:40.000Z,@IrishEVs,26,2,6,2023-04-22T08:19:40.000Z,"IrishEVs
@IrishEVs
·
Apr 22
Every Irish publication, radio station & TV channel ignored Ireland's Overshoot Day (with the exception of The Mirror/Buzz)

Yet another vital opportunity for public eduction about the Climate Crisis completely overlooked
https://google.com/amp/s/www.buzz.ie/news/irish-news/irish-among-planets-top-polluters-29768219.amp…

#ClimateCrisis #ClimateEmergency
buzz.ie
We would need three planets if everyone lived like Irish folks
""Ireland’s overshoot basically means we use three planets if everybody lived like the Irish so we just need to grip on our overconsumption and our energy use""
2
6
26
1,505",1649689411888529409
@JennaLUSA-2023-04-28T19:52:34.000Z,@JennaLUSA,0,0,0,2023-04-28T19:52:34.000Z,"Jenna Linden
@JennaLUSA
·
Apr 28
Why climate protesters want to target the White House Correspondents Dinner #USAClimateChange #USPollution #USANature [Video] Climate Emergency Fund backs disruptive climate ...
usanewsvideo.com
Why climate protesters want to target the White House Correspondents Dinner #USAClimateChange...
Climate Emergency Fund backs disruptive climate activism
11",1652038112632246272
@AYYANWORLD-2023-04-24T09:05:42.000Z,@AYYANWORLD,37,1,13,2023-04-24T09:05:42.000Z,"Ayyan
@AYYANWORLD
·
Apr 24
End The War With Nature!
#ClimateEmergency #ActOnClimate #GoVegan #EarthDay

Quote Tweet
International Fund for Agricultural Development
@IFAD
·
Apr 22
The future of our  is hanging by a thread, but it’s not too late to change course if we take bold climate actions. #EarthDay
1
13
37
3,234",1650425773067476992
@stopOAKexpansn-2023-04-25T14:23:55.000Z,@stopOAKexpansn,1,0,2,2023-04-25T14:23:55.000Z,"Stop OAK Expansion Coalition
@stopOAKexpansn
·
Apr 25
CO2 emission #pollution from commercial aircraft are on a pace to triple by 2050. (https://theicct.org/aviation.) We must #ActOnClimate now. Join us to #StopOAKExpansion. More at http://stopOAKexpansion.org. Sign our petition here: https://bit.ly/3Th67je #ClimateEmergency
act.sierraclub.org
Stop the OAK Expansion
2
1
34",1650868241634394114
@EstherPapies-2023-04-21T10:21:08.000Z,@EstherPapies,13,2,9,2023-04-21T10:21:08.000Z,"Esther K. Papies 
@EstherPapies
·
Apr 21
Hosting a Climate Circle to create a safe, communal space to share thoughts and feelings about the #ClimateEmergency. 

All Glasgow students are very welcome to join! Sign up below. 

With support from 
@ClimatePsychol
 
@glasgowunisrc
  and 
@clarepandrews
 . 

Please share widely!
Quote Tweet
Improving Health
@theSPHSU
·
Apr 21
Climate Circle for UofG students
A social gathering with facilitators where we can talk about our thoughts and feelings about the #ClimateEmergency

Tuesday 2nd May, 5-6.30pm
Gilchrist Postgraduate Club

Sign up - https://eventbrite.co.uk/e/climate-circle-for-uofg-students-tickets-622360455877…
ALT
2
9
13
1,648",1649357591913349120
@TXsharon-2023-04-24T21:57:43.000Z,@TXsharon,38,1,14,2023-04-24T21:57:43.000Z,"@TXsharon
@TXsharon
·
Apr 25
The Big Oil Mafia lost their appeal in SCOTUS. 

They knew their activities cause #ClimateEmergency and decided to deceive people and continue raking in billions.
reuters.com
U.S. Supreme Court rebuffs Exxon, Chevron appeals in climate litigation
The U.S. Supreme Court on Monday declined to hear bids by Exxon Mobil Corp , Suncor Energy Inc , Chevron Corp and others to move lawsuits filed by state and local governments accusing the oil...
1
14
38
933",1650620059524423681
@NullandVoidsky-2023-04-26T14:19:39.000Z,@NullandVoidsky,1,1,0,2023-04-26T14:19:39.000Z," Nulland Voidsky
@NullandVoidsky
·
Apr 26
BIG THOUGHT
    CORPORATION

wants YOU to keep
filling your empty tank at
their INFORMATION
               BOWSER

FOSSIL THOUGHT IS
  NOT SUSTAINABLE

#BeHuman #FreeJulianAssange
#StopSpaceLaunches
#PlanetOnFire
#ClimateEmergency THE PLANET
  IS ON FIRE
GIF
1
1
14",1651229556596940800
@HaworthFiona-2023-04-22T13:05:12.000Z,@HaworthFiona,22,0,11,2023-04-22T13:05:12.000Z,"Fiona Haworth
@HaworthFiona
·
Apr 22
We processed peacefully, sang Amazing Grace, and yet Shell called the police in response to an attempt to deliver a letter.  Tens of thousands gathered peacefully to call the government to act and address the climate emergency and the response of the media - silence.  
@BBCNews
Quote Tweet
Christian Climate Action
@CClimateAction
·
Apr 21
Shell called the police after Lord @JohnSentamu tried to deliver a letter at the @Shell HQ opposing their continuing exploration of new fossil fuels. 

He said: ""This is the sheer, sheer arrogance of Shell""

 #NoFaithInFossilFuels
#TheBigOne
Show this thread
11
22
1,182",1649761270285869058
@CANE_ACIIE-2023-04-24T18:38:00.000Z,@CANE_ACIIE,6,1,3,2023-04-24T18:38:00.000Z,"CANE ACIIE
@CANE_ACIIE
·
Apr 24
Calling our #nursing colleagues 
@canadanurses
 
@CFNU
 
@ONEIGrnao
 
@RNAO
 
@ManitobaNurses
 to add their voices to ours in this #ClimateEmergency.
Quote Tweet
CANE British Columbia
@_CANE_BC
·
Apr 24
In all facets of #nursing, we witness the health impacts of the Climate Emergency. Nurses @nnp_bc @bcnu and across Canada are invited to join in #ClimateAction with us @CANE_ACIIE.  
Thanks @theprovince for sharing our message.
http://bit.ly/3Lr4UnG
#Nurses4PlanetaryHealth
1
3
6
614",1650569796982034432
@JustPlaneNews-2023-04-22T18:23:32.000Z,@JustPlaneNews,44,0,32,2023-04-22T18:23:32.000Z,"Haringey Tree Protectors
@JustPlaneNews
·
Apr 22
In nesting season 
@wandbc
 felling stunning trees at York Gardens in a climate emergency. 
@wandsworth
Quote Tweet
Olivia M Ⓥ
@OliviaMLondon
·
Apr 20
Shame on you @wandbc for cutting down yet more beautiful mature trees, especially during the nesting season. More wanton destruction at York Gardens SW18. Local residents looking on in shock and sadness. This deforestation by stealth is happening everywhere and needs to stop now.
Show this thread
32
44
1,277",1649841381127405569
@AlexWitzleben-2023-04-23T18:18:35.000Z,@AlexWitzleben,1,0,4,2023-04-23T18:18:35.000Z,"Alexander von Witzleben
@AlexWitzleben
·
Apr 23
UN: World set to blow through 1.5C carbon budget in 10 years. Analysis by Climate Action Tracker has found that no government’s climate plans are compatible with limiting global warming to 1.5C. https://climatechangenews.com/2023/04/19/un-world-set-to-blow-through-1-5c-carbon-budget-in-10-years/… #ClimateEmergency #ClimateActionNow
climatechangenews.com
UN: World set to blow through 1.5C carbon budget in 10 years
The world will soon have pumped out enough greenhouse gas to take the temperature more than 1.5C above pre-industrial levels.
4
1
239",1650202524320768006
@Waterspirit10-2023-04-28T12:22:02.000Z,@Waterspirit10,1,0,2,2023-04-28T12:22:02.000Z,"Waterspirit
@Waterspirit10
·
Apr 28
Take Action to ensure all have a livable future. .
@GovMurphy
 can choose to lead on #EnvironmentalJustice today! Declare what we already know to be true: #ClimateEmergency -For #MentalHealth #StressAwarenessMonth #Faith #economics  #FridaysForFuture https://waterspirit.org/calls-to-action
Quote Tweet
Paula Rogovin
@PaulaRogovin
·
Apr 28
@GovMurphy hypocrisy is lousy!You promised environmental justice yet you refuse to reject fossil fuel projects that impact environmental justice communities.REJECT PVSC, NJTransit, Woodbridge gas power plants,TGP compressor (drinkingH2O for 4million),highway expansion. Gibbstown
2
1
46",1651924734299234307
@BylinesEast-2023-04-22T11:00:00.000Z,@BylinesEast,70,1,45,2023-04-22T11:00:00.000Z,"East Anglia Bylines
@BylinesEast
·
Apr 22
Mr Biggs commented: 'The exposure of the dumping of sewage in our rivers is now having a positive effect. The water companies’ dirty secret has been exposed.'

-- 
@cameron8172
 on #ChalkStreams #Sewage #Pollution #ClimateEmergency #COP26 #WorldEarthDay
eastangliabylines.co.uk
COP26: Norfolk’s chalk streams - a rare and beautiful habitat under threat
East Anglia’s rare and beautiful chalk streams are under severe threat, but local communities in Norfolk are working hard to protect them.
1
45
70
6,020",1649729761063706624
@SrFinland-2023-04-22T17:22:32.000Z,@SrFinland,32,1,15,2023-04-22T17:22:32.000Z,"Scientist Rebellion Finland
@SrFinland
·
Apr 22
We stand in solidarity with 
@ScientistR_Ita
  and this scientist who is now at risk of going to prison for blindfolding a statue. 

Speaking up on the #ClimateEmergency and protesting against the climate failures of our governments is not a crime, it's a necessity.
Quote Tweet
Scientist Rebellion Ita
@ScientistR_Ita
·
Apr 20
Il 17 aprile Mattia, attivista di SR e @fffitalia, è stato convocato al comando di polizia di Vercelli. Nel video racconta cosa è successo.
Show this thread
13.4K views
0:01 / 2:18
2:17
13.4K views
1
15
32
12.9K",1649826030088081409
@SamiaSuraiya14-2023-04-27T11:03:14.000Z,@SamiaSuraiya14,0,0,0,2023-04-27T11:03:14.000Z,"Samia Suraiya
@SamiaSuraiya14
·
Apr 27
The climate emergency is now a topic of new importance. Conclusion Researching and understanding why a property is so cheap.
#PakistanPhoneNumberList #buyPhoneNumberList #phonenumberlistdatabase
latestdatabase.com
Pakistan Phone Number List | Latest Mailing Database
Pakistan Phone Number List you can use these phone numbers as a tool for generating prospects, for marketing your products & services.
2",1651542513755500545
@BrightGrn-2023-04-20T20:12:30.000Z,@BrightGrn,220,6,73,2023-04-20T20:12:30.000Z,"Bright Green
@BrightGrn
·
Apr 20
Making her first appearance on BBC Question Time, 
@TheGreenParty
 co-leader 
@carla_denyer
 took on the argument that addressing the climate emergency and cost of living crisis is incompatible. #BBCQT
bright-green.org
Carla Denyer destroys right wing argument that tackling the climate emergency and cost of living...
She was responding to comments on Question Time
6
73
220
9,292",1649144026895904794
@stopOAKexpansn-2023-04-27T14:13:22.000Z,@stopOAKexpansn,0,0,1,2023-04-27T14:13:22.000Z,"Stop OAK Expansion Coalition
@stopOAKexpansn
·
Apr 27
California's 
@AGRobBonta
 states risks of air #pollution and environmental #injustice of airport #expansion: https://bit.ly/40M4NYa. Join us to #StopOAKexpansion. Sign here: https://bit.ly/3Th67je More info: http://stopOAKexpansion.org #ClimateEmergency #ClimateJustice #ActOnClimate
stopoakexpansion.org
Stop OAK Airport Expansion Coalition
1
23",1651590363407081472
@BernaMeaden-2023-04-27T07:31:15.000Z,@BernaMeaden,1,1,5,2023-04-27T07:31:15.000Z,"Bernadette Meaden
@BernaMeaden
·
Apr 27
Environmental and social justice groups to step up campaigns
""As we have seen, we cannot wait for politicians to take action that prioritises people and planet over profit, and so we must demand it.""
#ClimateEmergency #SocialJustice #TheBigOne
ekklesia.co.uk
Environmental and social justice groups to step up campaigns - Ekklesia
More than 200 leading environmental and social justice groups will now step up their campaigns to force the government to immediately tackle the accelerating climate emergency and social injustice.
1
5
1
277",1651489169074536449
@JennaLUSA-2023-04-27T19:02:35.000Z,@JennaLUSA,0,0,0,2023-04-27T19:02:35.000Z,"Jenna Linden
@JennaLUSA
·
Apr 27
Fears for Asias summer after recent monster heatwave #USAClimateCrisis #USAGlobalWarming #ClimateCrisisNews [Video] The climate emergency is here for this ...
usanewsvideo.com
Fears for Asias summer after recent monster heatwave #USAClimateCrisis #USAGlobalWarming #Climate...
The climate emergency is here for this region
6",1651663146082508800
@WEBylines-2023-04-23T09:52:59.000Z,@WEBylines,64,1,37,2023-04-23T09:52:59.000Z,"West England Bylines 
@WEBylines
·
Apr 23
As we face the challenges of mitigating the impact of the climate emergency and transitioning to a sustainable economy, we need  a news organisation independent of government and vested interests to help inform, encourage and report on that debate.
westenglandbylines.co.uk
Governance and Bias at BBC News - West England Bylines
Bob Copeland is concerned about evidence of pro-Tory bias in the BBC and makes suggestions for ways of making it more balanced. Perhaps the start of a debate?
1
37
64
11.1K",1650075285973356544
@LeslieMarshall-2023-04-21T17:49:05.000Z,@LeslieMarshall,7,0,8,2023-04-21T17:49:05.000Z,"Leslie Marshall
@LeslieMarshall
·
Apr 21
Check out the latest blog for 
@TheHill
 by my good friend 
@BradBannon
.
It's titled, ""#EarthDay2023 and Our Fatal Affinity for #FossilFuels.""
https://thehill.com/opinion/energy-environment/3961998-earth-day-2023-and-our-fatal-affinity-for-fossil-fuels/….
#EarthDay #ClimateEmergency #ClimateCrisis #ClimateChange #ClimateAction #ClimateActionNow
thehill.com
Earth Day 2023 and our fatal affinity for fossil fuels
Earth Day is a chance to celebrate the world’s natural splendors or an opportunity to mourn its impending decline.
8
7
421",1649470324059041792
@EcologyOttawa-2023-04-20T21:12:17.000Z,@EcologyOttawa,11,1,5,2023-04-20T21:12:17.000Z,"Ecology Ottawa
@EcologyOttawa
·
Apr 21
“Buses are among the most overlooked solutions for decarbonizing the U.S.,” and the situation in Canada is similar.

Yet in Ottawa, we’re cutting transit??

Share this with your councillor!    

#OttCity #OttTransit #ClimateEmergency
scientificamerican.com
Better Bus Systems Could Slow Climate Change
Electric cars alone can’t solve our emissions problem
1
5
11
541",1649159072166342663
@_CANE_BC-2023-04-24T18:29:07.000Z,@_CANE_BC,10,1,11,2023-04-24T18:29:07.000Z,"CANE British Columbia
@_CANE_BC
·
Apr 24
In all facets of #nursing, we witness the health impacts of the Climate Emergency. Nurses 
@nnp_bc
 @bcnu and across Canada are invited to join in #ClimateAction with us 
@CANE_ACIIE
.  
Thanks 
@theprovince
 for sharing our message.
http://bit.ly/3Lr4UnG
#Nurses4PlanetaryHealth
theprovince.com
Opinion: B.C. nurses have seen firsthand the impact of crises like the heat dome
1
11
10
1,381",1650567564052037632
@nothingbutloons-2023-04-22T16:17:10.000Z,@nothingbutloons,23,1,0,2023-04-22T16:17:10.000Z,"nothingbutloons
@nothingbutloons
·
Apr 22
A little over three years ago the mayor declared a climate emergency. But what has he done to address the ever worsening heating of our planet? 2/7
mspmag.com
Minneapolis Declares a Climate Emergency
The United Nations recently found that human-induced climate change is propelling earth towards the sixth mass extinction. Following the lead of 18 countries, Minneapolis is taking action.
1
23
398",1649809578777796609
@BrucewilzUg-2023-04-24T01:18:07.000Z,@BrucewilzUg,16,2,10,2023-04-24T01:18:07.000Z,"BRUCE The ClimateEduActivist   
@BrucewilzUg
·
Apr 24
“We do not inherit the earth from our ancestors, we borrow it from our children.”
#ClimateScam 
#ClimateEmergency 
#ClimateJustice 

@judithcallagha9
 

@NBPTROCKS
GIF
ALT
2
10
16
164",1650308102195929089
@LitaKelley-2023-04-22T05:22:44.000Z,@LitaKelley,18,3,5,2023-04-22T05:22:44.000Z,"Lita Xú Líng Kelley
@LitaKelley
·
Apr 22
Check out my photos from yesterday afternoon's #InLoveAndRage rally, march & party with 
@XRBoston
 
@GreenRootsEJ
 
@DivestHarvard
 
@PlasticsBeyond
 & more
https://litakelley.com/blog/earth-day-in-love-rage-extinction-rebellion-boston/…

#EarthDay2023 #NoNewFossilFuelInfrastructure #ClimateEmergency  #Boston #Massachusetts #photojournalism
litakelley.com
Earth Day: In Love & Rage. - Lita Xú Líng Kelley Photography
BOSTON, MA - On Friday, April 21st, more than 300 people gathered outside the Massachusetts State House to rally for Earth Day and protest the Commonwealth’s slow action in addressing the climate and...
3
5
18
432",1649644885081767936
@4589roger-2023-04-21T10:00:44.000Z,@4589roger,1,0,3,2023-04-21T10:00:44.000Z,"Roger Davies FBPE Wales, UK
@4589roger
·
Apr 21
In High Arctic: Scientists Shocked by New Glacial Melt https://climatecrocks.com/2023/04/20/in-high-arctic-scientists-shocked-by-new-glacial-melt/… via 
@PeterWSinclair
 #ClimateEmergency
climatecrocks.com
In High Arctic: Scientists Shocked by New Glacial Melt
They expected to get an ice core. They got slush and a watery aquifer.
3
1
110",1649352457741377543
@TonyDowling-2023-04-23T10:34:13.000Z,@TonyDowling,17,1,6,2023-04-23T10:34:13.000Z,"Tony Dowling
@TonyDowling
·
Apr 23
“Our planet is in crisis … We want every last person who cares to get involved because caring is not enough.” - ⁦
@ChrisGPackham
⁩ 
No care ⁦about the #ClimateEmergency from ⁦
@BBCNews
⁩ with ZERO on #TheBigOne from #BBC #bbclaurak
theguardian.com
Chris Packham calls for ‘every last person who cares’ to join XR
Wildlife presenter urges people to join action on climate crisis during mass protest supported by more than 200 organisations
1
6
17
517",1650085660378759170
@RockyMtnView-2023-04-20T12:24:22.000Z,@RockyMtnView,6,2,4,2023-04-20T12:24:22.000Z,"RockyMountainView
@RockyMtnView
·
Apr 20
Replying to 
@sbootsie1
 
@TammieCroft71
 and 47 others
Good Morning.

Today is April 20, 2023.

This is Day 1,238 of the #ClimateEmergency declared by the EU on November 27, 2019.

Greta  Thunberg’s first, lonely, Skolstrejk för Klimatet was 1,704 days ago.

The entire biosphere owes her a continuing debt of gratitude.
2
4
6
185",1649026216219779075
@BernaMeaden-2023-04-24T11:53:52.000Z,@BernaMeaden,1,0,5,2023-04-24T11:53:52.000Z,"Bernadette Meaden
@BernaMeaden
·
Apr 24
Matching climate words with direct, public action for change 
""Pushing back with our bodies as well as policies and alternatives is now a spiritual & moral, as well as political & economic, priority"" by 
@simonbarrow
 
#ClimateEmergency
https://ekklesia.co.uk/2023/04/24/matching-climate-words-with-direct-public-action-for-change/… via 
@Ekklesia_co_uk
ekklesia.co.uk
Matching climate words with direct, public action for change - Ekklesia
WHEN Extinction Rebellion was being set up in the summer of 2018, Ekklesia was not quite as fast at getting on board as we could and should have been. Not because we didn’t see the urgency of the...
5
1
490",1650468094886674432
@meissareeve-2023-04-22T06:57:26.000Z,@meissareeve,2,0,4,2023-04-22T06:57:26.000Z,"MEISSA REEVE
@meissareeve
·
Apr 22
100% renewable energy is not a dream, it's an achievable reality.

Let us together adopt sustainability & promote the usage of renewable energy for a greener future. 

Visit us at http://meissareeve.com.

#ClimateEmergency #EarthDay #EarthDay2023 #ClimateActionNow #Hyderabad
UN Climate Change
4
2
61",1649668716701810688
@Left_EU-2023-04-20T15:38:25.000Z,@Left_EU,16,2,9,2023-04-20T15:38:25.000Z,"The Left in the European Parliament
@Left_EU
·
Apr 20
While #Eplenary was discussing the latest #IPCC report, new facts about the #ClimateEmergency  came out. 

This is happening on our watch. 

Climate justice across generations, classes + nations is the only path to good climate action. 

@PetrosKokkalis
eureporter.co
Copernicus: European State of the Climate 2022
Unprecedented extreme heat and widespread drought mark European climate in 2022. The Copernicus Climate Change Service today releases its annual European State of the Climate (ESOTC) report, detail...
2
9
16
1,380",1649075050383831040
@Richard_Sedgley-2023-04-25T23:00:01.000Z,@Richard_Sedgley,1,0,0,2023-04-25T23:00:01.000Z,"Richard Sedgley
@Richard_Sedgley
·
Apr 26
Carla Denyer destroys the right-wing argument that tackling the cost of living crisis is incompatible with rapid action to address the climate emergency #bbcqt #Greens #VoteGreen 
bright-green.org
Carla Denyer destroys right wing argument that tackling the climate emergency and cost of living...
She was responding to comments on Question Time
1
48",1650998125362913280
